Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"joaquin se nikada nije bojao preuzeti rizik kada su u pitanju likovi koje glumi tako da je improvizacija kada je u pitanju napoleon, posebno u karakternom smislu gdje postoji tisuću različitih verzija, zapravo trebala biti njegovo najjače oružje, da se prigodno izrazim.",1,,,,12.0,1.0,36.0
"zbog tame, cgi može blistati u ovakvoj vrsti filma.",0,,,,10.0,6.0,31.0
"međutim, film ima dovoljno zabavne vrijednosti da se dopadne onima koji nisu upoznati s igrom, budući da je riječ o fantastičnom filmu prepunom akcije s inventivnom upotrebom magije i uzbudljivim sekvencama.",0,,,,17.0,3.0,12.0
najbolji primjer za to su dan tucker i colt seavers koje sam već naveo ranije.,0,,,,6.0,2.0,42.0
jednoga dana hae sung javi nori da dolazi u new york u posjet i tu kreće zaplet priče.,1,,,,14.0,1.0,22.0
"priča filma bavi se sredovječnim tipom scottom (zachary levi), koji ima imaginarnog prijatelja po imenu joe (drew powell).",1,,,,25.0,1.0,7.0
trideset godina nakon premijere na red je došao remake filma koji je iz više razloga postao kultni – “vrana” se vratila i stigla na program svjetskih kino dvorana…,1,,,,21.0,1.0,5.0
"od prvog trenutka, prve zajedničke scene billa skarsgarda i tahliah debrett barnett njihov odnos ne funkcionira.",2,,,,21.0,1.0,24.0
"ali to je previše ozbiljna priča za beetlejuice beetlejuice film u kojem likovi odbacuju ideju o traumi kao nekakvoj modernoj izmišljotini, a iako bi ona mogla biti ispravna.",2,,,,24.0,1.0,28.0
"alien: romulus također predstavlja nedvojbeno najkohezivniju mješavinu računalno generiranih i praktičnih tehnika korištenih za oživljavanje lokacija, stvorenja i učinaka ozljeda u franšizi.",0,,,,10.0,4.0,9.0
"no, ovaj nastavak je puno više od puke nostalgije koja bi se eventualno mogla očekivati.",0,,,,2.0,3.0,26.0
"zbog slabog pisanja, najviše je stradao zaplet filma, koji je previše ambiciozan s obzirom na trajanje od svega nešto više od sat i 20 minuta.",2,,,,20.0,2.0,10.0
“građanski rat” stigao je u svjetske kino dvorane.,1,,,,11.0,1.0,7.0
"garland ni ovdje ne troši puno vremena za objašnjavanje situacije, budući da prikazuje sukob koji traje toliko dugo (znamo da je predsjednik odradio barem tri mandata dosad) da bi razglabanje likova o tome predstavljalo pretjeranu ekspoziciju koja bi samo štetila narativu, a i narušila spomenutu atmosferu nesigurnosti koja filmu daje izrazito realističan i stravičan ton.",1,,,,11.0,2.0,12.0
"oskarovac steven soderbergh jedan je od najproduktivnijih, najzanimljivijih i najinovativnijih holivudskih filmaša.",0,,,,22.0,2.0,1.0
"većina radnje filma događa se duboko ispod morske površine odnosno u komori te, manji dio, na površini u prostorijama broda.",1,,,,8.0,1.0,17.0
razlog za to je jednostavan – francusko pravo nije isto kao i američko.,1,,,,13.0,2.0,15.0
također u lutkarskom ateljeu glavnog negativca se na zidu jasno vidi plakat s likom marca bolana.,1,,,,28.0,2.0,33.0
"nakon što su se povukli unutra, oni se okupljaju kako bi pronašli neki privid obitelji – emocionalni luk za koji bih volio da ga madame web dublje istraži i iz perspektive svakog lika, umjesto da se dijeli jedan po jedan kada su žetoni posustali.",2,,,,9.0,2.0,20.0
stoga je anatomija pada jedan od najboljih filmova koje smo imali priliku gledati u 2023. godini.,0,,,,13.0,2.0,24.0
"posebno je upečatljiv lik lornea michaelsa kojeg glumi labelle, a koji je idejni začetnik ovog revolucionarnog showa.",0,,,,4.0,1.0,18.0
"željna slave suzanne je spremna na sve – za ostvarenje planova koristila je, točnije iskoristila srednjoškolce među kojima je i jimmy emmett kojeg je interpretirao joaquin phoenix.",1,,,,38.0,1.0,3.0
"tako smo dobili noćnu sjenku, božje oko, tzv. nuclear football i projekt aries.",1,,,,16.0,1.0,8.0
"s obzirom na to da ne znamo pravi uzrok građanskog rata (izuzev povremenih natruha kao što je predsjednikov treći mandat), film ostaje izvan konkretne političke situacije, što mu omogućuje da bude univerzalniji i tako bolje ostari.",0,,,,11.0,3.0,9.0
"za razliku od prvog koji je labavo naslonjen na književno djelo miks horrora i sci-fi-ja,  ""meg: a novel of deep terror"", ovaj ""meg 2"" je baš baziran na knjizi ""the trench"" (""marijanska brazda"") steve altena i bilo bi bolje da nije bilo tako.",2,,,,15.0,4.0,3.0
meta ubojice poznatog pod nadimkom dugonogi su obitelji – na mjestima zločina istražitelji pronalaze šifrirane poruke s potpisom dugonogog.,1,,,,28.0,1.0,10.0
"akcijski cirkus koji film drži u drugoj polovici filma je uistinu bezvezan, a naročito finale na tzv. otoku zabave koji pokuša ponoviti onaj slatki dio s vjenčanjem na brodu i malim pesekom iz prvog dijela je totalni promašaj.",2,,,,15.0,4.0,20.0
ovo je jedna od uloga koja će se često spominjati vezano za njegovu karijeru.,0,,,,28.0,3.0,43.0
"prije pet godina netflix je objavio trinaest epizoda serije “the staircase”, još uvijek jednog od najboljih primjeraka true crime dokumentarca koji je sniman u razdoblju od desetak godina, a prati sudbinu michaela petersona, književnika optuženog za ubojstvo supruge.",0,,,,13.0,3.0,1.0
"ponekad ovo čini čuda, sa samozaokupljenim likovima poput roryja koji koriste terapijski govor kako bi sakrili svoje prave namjere.",0,,,,24.0,1.0,25.0
"kao i „morbius”, jedini razlog zašto se o ovom filmu toliko priča da je čak postao tema na 96. dodjeli nagrada oscar jest taj da je film toliko loš da je došao kao budali šamar, odnosno postao hrana za meme-makere.",2,,,,9.0,1.0,15.0
vrlo dobra popunjenost kino dvorane u kojoj je autor ovih redaka pogledao film i prvi rezultati na svjetskim kino blagajnama sugeriraju kako “meg 2” neće postati komercijalni promašaj.,1,,,,15.0,1.0,27.0
"da se razumijemo, sve je potpuno jasno, film ne ostavlja otvorena pitanja i nije nerazrađen, ali za svaki sloj koji ima daje nam taman toliko da zadovolji nekakav osnovni naratološki minimum da sloj kao takav, odnosno da dramski problem kao takav ima smisla.",2,,,,3.0,1.0,37.0
"naime, toth odbija žene tijekom cijelog filma (ne zato što voli isti spol, već vjerojatno zbog akumuliranog stresa i patnje, koji mu ne daje smirenost intime).",1,,,,33.0,1.0,103.0
"ljubiteljima filma koji ne prate dokumentarističku scenu ime nebojše slijepčevića, iako se radi o autoru koji ima nazora za filmsku umjetnosti (2018.), vjerojatno nije bili poznato do samog kraja svibnja ove godine.",1,,,,26.0,1.0,2.0
rudarica rain (cailee spaeny iz “priscille” i “civil war“) i njezin brother figure sintetički drug andy (david jonsson) pridružuju se njezinim prijateljima koji imaju plan iz napuštene svemirske stanice otuđiti krioničke kapsule i pobjeći na obližnji planet.,1,,,,10.0,3.0,6.0
"nepodnošljivo ljubazan i susretljiv, reed će pustiti sestre barnes i paxton u vlastiti dom – isprva stvari izgledaju normalno, ali djevojke će ubrzo shvatiti kako je ulazak u kuću označio ne samo borbu za njihova uvjerenja već i za živote.",1,,,,23.0,1.0,9.0
"snimljen većim dijelom u sjevernoj irskoj, a nešto je snimljeno i na islandu, dungeons & dragons: honor among thieves izgleda kao prekrasan film u trenucima kada dovoljno uspori da dopusti publici da uživa u krajoliku.",0,,,,17.0,5.0,18.0
"vidimo umjetničku koloniju u špilji planine, gdje (su se skrivali za vrijeme rata i gdje) ljudi priređuju zabave (bakanalije) i nad nama ovdje također lebdi neka univerzalna (artistička) poruka – taj dio je stvarno upečatljiv (barem na prvo gledanje).",1,,,,33.0,1.0,101.0
i emotivniji.,1,,,,2.0,1.0,13.0
pomoć koju će potražiti od polubrata orma zatočenog u strogo čuvanom zatvoru…,1,,,,19.0,2.0,12.0
i to je njegov najveći problem.,2,,,,3.0,1.0,44.0
vizija osnivača kompanije bila je prilično hrabra s obzirom na navike kino gledatelja.,1,,,,11.0,1.0,2.0
"u slučaju “civil wara”, to je očito predsjednik kojeg glumi nick offerman, a koji u uvodnim sekundama filma vježba obraćanje naciji u vrlo trampovskom demagoškom stilu najavljujući pobjedu svoje strane koju “mnogi nazivaju najvećom pobjedom u vojnoj povijesti”.",1,,,,11.0,2.0,4.0
"ipak, mir odnosno život bez akcije neće dugo trajati – david kane poznatiji kao manta i dalje sanja osvetu za smrt oca.",1,,,,19.0,2.0,9.0
"no, taj pad je i metaforički jer on predstavlja rastakanje i pucanje odnosa između sandre i njenog muža samuela (samuel theis), također pisca, uoči njegovog stvarnog pada,  a te pukotine s vremenom će izlaziti na površinu.",1,,,,13.0,1.0,3.0
"fokusiranjem kamere na njihova lica, stvara se „strepnja“.",1,,,,26.0,3.0,34.0
"ono što se etiketira kao “najneizvijesniji izbori u povijesti sad-a” u kojima mrtvu trku vode kamala harris i donald trump, ustvari je savršena sublimacija svega najgoreg u današnjoj politici.",2,,,,7.0,1.0,1.0
"ubrzo shvaćamo da se romy lako uzbudi prilikom nekih iznenadnih događaja adrenalinske atmosfere, odnosno kod nekih konflikata ili bijesnih ispada do one mjere da bude uzbuđena na lavež psa na ulici, pogotovo na jednog mladića koji je uspio primiriti tog psa jednom jednostavnom gestom – maženjem i nagrađivanjem s keksom.",1,,,,38.0,2.0,15.0
"no ti trenuci, ili vremena kada možete pratiti korištenje minijature, jednako dobro dočaravaju prva dva filma franšize kao i bilo koji ikonični film ili rekreirani snimak.",0,,,,10.0,4.0,12.0
čini se da je danas američko društvo najpolariziranije još od 1860-ih kada je bjesnio američki građanski rat.,1,,,,11.0,3.0,1.0
"netko će reći da nema ljubavi bez požude, a netko da požuda i ljubav ne mogu ići u isti koš.",1,,,,38.0,2.0,51.0
tu je također i cijeli ljubavni segment filma.,1,,,,24.0,2.0,34.0
"gosling je i u ovom filmu pokazao svoje glumačke vještine, a što se činilo nekako i prirodno s obzirom na to da se već dokazao kroz karijeru u filmovima sa žanrovskim elementima koje posjeduje „the fall guy“, kao što su primjerice „the notebook“ (romantika), the nice guys (komedija) i „the gray man“ (akcija, triler).",0,,,,6.0,1.0,29.0
to je jedan od najopasnijih poslova na svijetu.,1,,,,8.0,2.0,9.0
"u uvodnim trenucima filma redateljski dvojac beck-woods upoznaje nas s djevojkama, vjernicama barnes i paxton.",1,,,,23.0,1.0,10.0
ovim filmom jon gunn na bajkoviti način donosi prikaz ozbiljnih obiteljskih problema jedne obitelji.,0,,,,25.0,1.0,18.0
"taj prikaz svijeta unutar svijeta itekako mi je bio zanimljiv, ne samo iz perspektive nastanka filmova, već i intimnijeg uvida ljudi iza scene, nevidljivih heroja kaskadera.",0,,,,6.0,1.0,24.0
"no, dok je stahelski ostao za „kormilom“ john wick franšize, leitch se odlučio za malo drugačije izazove.",1,,,,6.0,1.0,5.0
"redatelj kombinira motive spomenutih filmova – postoje detalji filma koji podsjećaju na prvi film (klaustrofobično, jezivo okruženje u kojem se nalaze glavni, ljudski, protagonisti “romulusa”), ali i na “aliens” (nije riječ o jednom, skrivenom ksenofmorfu koji eliminira pripadnike ljudske vrste već je riječ o… čitavoj postrojbi ksenomorfa).",1,,,,10.0,1.0,14.0
"od uvodne sekvence pa sve do odjavne špice, ostao sam zapanjen količinom zabavne energije koju ovaj film posjeduje.",0,,,,6.0,1.0,26.0
"ako je suditi prema prvim reakcijama onih prisutnih na projekciji, longlegs je horor kojeg ove godine svi ljubitelji žanra trebaju pogledati.",0,,,,28.0,4.0,4.0
"odozgo prema dolje, alien: romulus prikazuje uzoran produkcijski dizajn koji, iako nagovještava ono što dolazi u alienima postavljenim u budućnost, mnogo više duguje totemskim teksturama originalnog filma ridleya scotta.",0,,,,10.0,4.0,7.0
"muslimanski mladić ostaje u kupeu, a film završava.",1,,,,26.0,1.0,20.0
"“pripremite se svi jer ‘longlegs‘ je prava stvar. apsolutno neugodan, ima osjećaj ukletosti zbog kojeg sam se bojala ući u svoju mračnu hotelsku sobu. maika monroe je zapanjujuća, a cage uznemirujući. ovo je osgood perkins u top formi. čini se da imamo modernog ‘kad jaganjci utihnu’.”",0,,,,28.0,4.0,6.0
u filmu su korišteni praktični i specijalni efekti koji uglavnom otkrivaju kako je ovdje riječ o visokobudžetnom naslovu.,1,,,,17.0,1.0,24.0
nora (greta lee) je uspješna kazališna dramaturginja sa stalnom adresom u new yorku u kojega se preselila zajedno sa svojom obitelji iz južne koreje.,1,,,,14.0,2.0,5.0
ova četvorka probija se kroz postapokaliptični američki krajolik koji uvelike podsjeća na onaj kakav je garland oslikao u svom scenariju za “28 days later”.,1,,,,11.0,2.0,10.0
"zvijezda svih filmova o bridget jones je dvostruka oskarovka renée zellweger (judy, 2019., studengora/cold mountain, 2003.).",1,,,,2.0,3.0,13.0
njegov film na trenutke poprima i obrise art filma te eksperimentalnog filma.,1,,,,28.0,3.0,22.0
"vidimo kako razgovori postaju rutina, smanjuju se, a odnos postaje nešto više od svakodnevnih poziva, samo da bi se razređivao jer svako od njih ima druge planove i nijedno ne može točno reći šta želi.",1,,,,14.0,3.0,6.0
"životinje su te koje prirodu najviše osjećaju, koje žive od nje i u njoj puno više nego mi ljudi, a upravo je to razlog zašto u filmu nema ljudi.",1,,,,31.0,1.0,13.0
"pa ipak, nitko se po tom pitanju ne može mjeriti s napoleonom, samoproglašenim francuskim carem, čiji je život bio toliko fascinantan da su o njemu napisane na desetke tisuća knjiga.",1,,,,12.0,1.0,2.0
"nadam se da će tako i ostati u smislu da se helen fielding neće predomisliti, jer je taj završetak… savršen.",0,,,,2.0,1.0,3.0
"“građanski rat” kombinacija je ratne drame, filma ceste uz dodatak (ratne) akcije.",1,,,,11.0,1.0,14.0
"utjecaj ostalih filmova je također vidljiv, ali uz njih, ovdje je i alien: isolation, igra koja je najbolje opisala cijelu situaciju izolacije.",0,,,,10.0,6.0,3.0
“parthenope” je sorrentino opisao kao “monumentalnu i duboku romantičnu priču koja obuhvaća desetljeće života prekrasne žene i njene razgovore s muškarcima koji je žele jebati.”,1,,,,32.0,3.0,5.0
teško objašnjive – znanstveno ili na bilo koji drugačiji način.,1,,,,8.0,1.0,2.0
"“imao sam sreće da pogledam #longlegs, i bez pretjerivanja: to bi mogao biti najbolji horor film ’24. oz perkins mi se stvarno može uvući pod kožu; ovo je njegovo remek djelo. monroe daje nevjerojatno jedinstvenu glavnu izvedbu, a cage? noćna mora. možda najstrašnijih prvih 10 minuta ikada.” ",0,,,,28.0,4.0,7.0
ne samo filma već i čitave filmske industrije.,1,,,,6.0,3.0,22.0
"taj isti mladić, uskoro ćemo otkriti, jedan je od novopridošlih stažista u njezinoj firmi.",1,,,,38.0,2.0,17.0
"i čast svim ljudskim glumcima, ali pogled mi je ipak najviše skretao prema messiju, škotskom ovčaru koji zaslužio barem nekakvu slasnu kost, ako slučajno ne postoji nagrada za pseće izvedbe.",0,,,,13.0,4.0,49.0
"no, umijećem narativnog preokreta, heroj filmske storije postat će čovjek kojeg do tog trenutka u filmu uopće nismo zamjećivali.",1,,,,26.0,3.0,40.0
"da, dobro ste pročitali – penisom.",2,,,,29.0,1.0,17.0
film istražuje složene emocije koje nastaju kada se dvoje starih poznanika ponovo povežu dok se suočavaju sa izborima koje su napravili u svojim životima i mogućnostima onoga što je moglo ili što bi moglo biti.,1,,,,14.0,3.0,2.0
taylorovo epsko isplovljavanje skuterom na otvoreno more kako bi se obračunao s morskim beštijama pamti se i nakon izlaska iz kino dvorane.,0,,,,15.0,1.0,26.0
sramotno za oskarovku koja je glumački superiornija od većine glumaca koji nisu vični osvajanju toliko važnih nagrada.,2,,,,16.0,1.0,25.0
i to je sve.,1,,,,6.0,2.0,50.0
"uvijek tražimo bolju budućnost, a možda zaboravljamo na popravljanje sadašnjosti.",1,,,,37.0,1.0,65.0
"neobično, uvrnuto i bez romantike.",2,,,,38.0,2.0,43.0
"kao što smo i u naslovu najavili, ostavite sve znanje fizike vi koji pođoste gledati ovaj film jer očekuje vas konstantno kršenje svih zakona fizike i logike.",2,,,,16.0,1.0,31.0
megalodoni su se vratili.,1,,,,15.0,1.0,9.0
kraj godine donosi film čiji je prethodnik rekorder kada je riječ o dc superjunačkim pričama – u kino je stigao aquaman.,1,,,,19.0,2.0,5.0
solidan je i west mullholand u ulozi ryana.,0,,,,22.0,1.0,31.0
"umjesto fokusirane akcije morskog psa ljudoždera, meg 2 baca jonasa natrag u marijansku brazdu, otkrivajući lažnu operaciju rudarske zavjere koja ima neku vrstu negativnog učinka na ekosistem.",1,,,,15.0,2.0,11.0
duncan ostaje unutar zvona dok chris i david misija zaranjaju u morske dubine kako bi došli do cijevi i obavili svoj zadatak.,1,,,,8.0,2.0,13.0
"iako sadrži dizajn i elemente priče koji podsjećaju na željeznog diva, avatar jamesa camerona i djela hayaoa miyazakija, sveobuhvatni rezultat sandersova rada je zapanjujuće originalan i duboko dirljiv.",0,,,,5.0,1.0,21.0
ubrzo nakon premijere filma počeli su napadi i prigovori povjesničara i novinara na sadržaj odnosno na prikaz slavnog vladara i vojskovođe.,1,,,,12.0,3.0,11.0
"veliku ulogu u tome zahvaljujući profesoru devotu marotti (silvio orlando), koji je sposoban u njoj vidjeti tu razliku od norme i onih kvaliteta kojih čak ni ona ponekad nije svjesna.",1,,,,32.0,2.0,12.0
"glavnu ulogu u filmu tumači sophie thatcher koju smo baš nedavno mogli gledati u horor filmu „heretic“, što je samo dodatno potvrdilo njen status moderne princeze vriska.",0,,,,1.0,1.0,9.0
